sample_id,source_sample_id,true_label,source,dm,peak_sigma,peak_time_s,peak_sigma_matched,peak_time_matched_s
sample_001563,00964_neg_sample,RFI,,566.0,8.54,0.0197,6.92,0.0747
sample_001564,00965_neg_sample,RFI,,412.55,4.5,0.5023,4.54,0.0088
sample_001565,00966_neg_sample,RFI,,567.1,3.91,0.6734,3.47,0.8867
sample_001566,00967_neg_sample,RFI,,566.7,4.07,0.0393,3.08,0.4365
sample_001567,00968_neg_sample,RFI,,559.7,4.68,1.2435,3.79,0.8572
sample_001568,00969_neg_sample,RFI,,412.55,5.21,0.7157,4.75,0.7039
sample_001569,00970_neg_sample,RFI,,566.0,4.87,0.5446,4.83,0.5584
sample_001570,00971_neg_sample,RFI,,569.5,3.88,0.7009,3.07,0.8523
sample_001571,00972_neg_sample,RFI,,566.7,3.96,0.1406,2.62,0.4217
sample_001572,00973_neg_sample,RFI,,566.9,7.54,1.738,3.1,0.1622
sample_001573,00974_neg_sample,RFI,,566.0,6.15,0.3637,4.03,0.8071
sample_001574,00975_neg_sample,RFI,,565.6,4.88,0.2173,4.73,0.2743
sample_001575,00976_neg_sample,RFI,,565.9,3.3,0.7343,2.47,0.7648
sample_001576,00977_neg_sample,RFI,,566.0,6.16,0.3657,4.07,0.1652
sample_001577,00978_neg_sample,RFI,,564.3,4.21,0.1789,3.87,0.0845
sample_001578,00979_neg_sample,RFI,,565.7,3.82,1.4107,2.82,0.463
sample_001579,00980_neg_sample,RFI,,568.0,11.53,1.7891,3.79,0.4325
sample_001580,00981_neg_sample,RFI,,562.9,3.72,0.9034,4.53,0.8248
sample_001581,00982_neg_sample,RFI,,567.4,4.12,0.1996,2.88,0.3391
sample_001582,00983_neg_sample,RFI,,555.4,3.12,1.1,3.0,0.929
sample_001583,00984_neg_sample,RFI,,566.1,3.14,0.7953,3.01,0.868
sample_001584,00985_neg_sample,RFI,,567.1,3.72,0.2232,2.66,0.1406
sample_001585,00986_neg_sample,RFI,,567.4,5.54,1.7419,3.88,0.4375
sample_001586,00987_neg_sample,RFI,,568.1,5.8,0.0727,3.49,0.3893
sample_001587,00988_neg_sample,RFI,,566.0,5.94,0.0118,3.48,0.0383
sample_001588,00989_neg_sample,RFI,,566.0,5.67,0.9939,3.97,0.0963
sample_001589,00990_neg_sample,RFI,,518.0,3.86,0.3686,2.68,0.2389
sample_001590,00991_neg_sample,RFI,,566.4,6.23,0.2399,3.08,0.1416
sample_001591,00992_neg_sample,RFI,,561.5,4.84,1.275,3.34,0.0472
sample_001592,00993_neg_sample,RFI,,564.9,5.82,1.6751,3.2,0.8149
sample_001593,00994_neg_sample,RFI,,564.9,3.5,0.0993,2.33,0.0108
sample_001594,00995_neg_sample,RFI,,566.0,3.76,0.8818,2.7,0.6164
sample_001595,00996_neg_sample,RFI,,564.4,4.0,0.1052,2.36,0.0875
sample_001596,00997_neg_sample,RFI,,566.0,4.13,0.4384,3.2,0.2831
sample_001597,00998_neg_sample,RFI,,566.6,4.11,0.7206,3.43,0.8385
sample_001598,00999_neg_sample,RFI,,412.55,4.91,1.4411,3.88,1.042
sample_001599,01000_neg_sample,RFI,,566.3,3.6,1.0332,2.98,0.9103
